Run ID,Name,Source Type,Source Name,User,Status,benchmark,stock,y_test_mean,y_train_mean,acc,bss,prec,pred as outperformance,pred as underperformance,recall,roc_auc,train_acc,train_bss,train_prec,train_pred as outperformance,train_pred as underperformance,train_recall,train_roc_auc
17d0278f621c4d6a996bde2db79fcc14,"with shuffled y_train, so no reasonable output",LOCAL,C:\Users\janni\anaconda3\envs\lehner_assessment\lib\site-packages\ipykernel_launcher.py,janni,FINISHED,^GDAXI,DAI.DE,0.2490272373540856,0.30341463414634146,0.35797665369649806,0.2559481866746599,0.22404371584699453,183,74,0.640625,0.42062014248704666,0.5082926829268293,0.24086370800738013,0.35829662261380324,681,344,0.7845659163987139,0.6388378502526413
8a52b42135a9450c82405eff13186496,with comparable stock for reference,LOCAL,C:\Users\janni\anaconda3\envs\lehner_assessment\lib\site-packages\ipykernel_launcher.py,janni,FINISHED,^GDAXI,BMW.DE,0.25680933852140075,0.3232421875,0.7276264591439688,0.18438552226939472,0.4714285714285714,70,187,0.5,0.7642392511502459,0.7314453125,0.19391283068760648,0.574468085106383,376,648,0.6525679758308157,0.7924868015502456
6ae2edaf0922485096e51dd03afaeef7,With rf max depth reduced to 2 against overfitting,LOCAL,C:\Users\janni\anaconda3\envs\lehner_assessment\lib\site-packages\ipykernel_launcher.py,janni,FINISHED,^GDAXI,DAI.DE,0.2490272373540856,0.30341463414634146,0.7159533073929961,0.19139089767060802,0.45161290322580644,93,164,0.65625,0.7846097797927462,0.688780487804878,0.20152878016414577,0.4911111111111111,450,575,0.7106109324758842,0.7716141118826952
ed8a1644a9f54b6aaf8f9a6ffdd59de2,Run model training as seen in script,LOCAL,C:\Users\janni\anaconda3\envs\lehner_assessment\lib\site-packages\ipykernel_launcher.py,janni,FINISHED,^GDAXI,DAI.DE,0.2490272373540856,0.30341463414634146,0.7237354085603113,0.17779422792928096,0.45977011494252873,87,170,0.625,0.7982512953367875,0.7990243902439025,0.15021608083922985,0.6179775280898876,445,580,0.8842443729903537,0.9034536644239689
